,date,number_of_titles_with_parenthesis_or_squarebracket_usage,number_of_titles_with_caps_usage,number_of_titles_with_emoji_usage,total_number_of_titles
0,2020-08-12T00:00:00Z,0,1,1,5
1,2020-08-13T00:00:00Z,0,1,3,5
2,2020-08-14T00:00:00Z,0,2,2,6
3,2020-08-15T00:00:00Z,0,2,1,4
4,2020-08-16T00:00:00Z,0,3,1,4
5,2020-08-17T00:00:00Z,0,3,1,5
6,2020-08-18T00:00:00Z,0,3,1,5
7,2020-08-19T00:00:00Z,0,3,0,5
8,2020-08-20T00:00:00Z,0,3,0,5
9,2020-08-21T00:00:00Z,0,1,1,5
10,2020-08-22T00:00:00Z,0,1,1,4
11,2020-08-23T00:00:00Z,0,2,2,6
12,2020-08-24T00:00:00Z,0,1,1,7
13,2020-08-25T00:00:00Z,1,2,1,9
14,2020-08-26T00:00:00Z,1,4,3,9
15,2020-08-27T00:00:00Z,1,6,4,11
16,2020-08-28T00:00:00Z,1,7,4,12
17,2020-08-29T00:00:00Z,0,6,3,12
18,2020-08-30T00:00:00Z,0,5,1,9
19,2020-08-31T00:00:00Z,1,4,3,11
20,2020-09-01T00:00:00Z,1,2,2,9
21,2020-09-02T00:00:00Z,0,3,2,8
22,2020-09-03T00:00:00Z,1,9,7,14
23,2020-09-04T00:00:00Z,1,11,7,17
24,2020-09-05T00:00:00Z,1,13,6,19
25,2020-09-06T00:00:00Z,1,13,6,21
26,2020-09-07T00:00:00Z,0,11,5,19
27,2020-09-08T00:00:00Z,0,13,7,16
28,2020-09-09T00:00:00Z,0,12,8,13
29,2020-09-10T00:00:00Z,0,8,7,12
30,2020-09-11T00:00:00Z,0,7,6,11
31,2020-09-12T00:00:00Z,0,6,6,12
32,2020-09-13T00:00:00Z,0,5,2,10
33,2020-09-14T00:00:00Z,0,6,3,11
34,2020-09-15T00:00:00Z,0,4,4,11
35,2020-09-16T00:00:00Z,0,2,3,12
36,2020-09-17T00:00:00Z,0,2,3,9
37,2020-09-18T00:00:00Z,1,4,3,12
38,2020-09-19T00:00:00Z,1,3,1,8
39,2020-09-20T00:00:00Z,2,3,1,7
40,2020-09-21T00:00:00Z,2,3,0,8
41,2020-09-22T00:00:00Z,2,4,1,11
42,2020-09-23T00:00:00Z,0,4,4,12
43,2020-09-24T00:00:00Z,0,7,5,13
44,2020-09-25T00:00:00Z,0,7,4,12
45,2020-09-26T00:00:00Z,0,5,2,12
46,2020-09-27T00:00:00Z,0,4,0,10
47,2020-09-28T00:00:00Z,0,3,0,10
48,2020-09-29T00:00:00Z,0,2,0,6
