,date,number_of_titles_with_parenthesis_or_squarebracket_usage,number_of_titles_with_caps_usage,number_of_titles_with_emoji_usage,total_number_of_titles
0,2020-08-12T00:00:00Z,1,7,0,12
1,2020-08-13T00:00:00Z,1,6,0,10
2,2020-08-14T00:00:00Z,1,8,0,13
3,2020-08-15T00:00:00Z,0,6,0,15
4,2020-08-16T00:00:00Z,0,7,0,15
5,2020-08-17T00:00:00Z,0,7,0,16
6,2020-08-18T00:00:00Z,0,6,0,15
7,2020-08-19T00:00:00Z,1,8,0,18
8,2020-08-20T00:00:00Z,1,7,0,17
9,2020-08-21T00:00:00Z,2,7,0,14
10,2020-08-22T00:00:00Z,2,8,0,16
11,2020-08-23T00:00:00Z,1,5,0,14
12,2020-08-24T00:00:00Z,1,5,0,14
13,2020-08-25T00:00:00Z,1,7,1,15
14,2020-08-26T00:00:00Z,0,6,2,16
15,2020-08-27T00:00:00Z,0,6,2,15
16,2020-08-28T00:00:00Z,0,5,1,14
17,2020-08-29T00:00:00Z,0,5,0,13
18,2020-08-30T00:00:00Z,1,11,0,21
19,2020-08-31T00:00:00Z,1,9,0,21
20,2020-09-01T00:00:00Z,2,9,0,19
21,2020-09-02T00:00:00Z,2,7,0,16
22,2020-09-03T00:00:00Z,1,6,0,16
23,2020-09-04T00:00:00Z,1,9,0,19
24,2020-09-05T00:00:00Z,1,9,0,20
25,2020-09-06T00:00:00Z,1,11,0,22
26,2020-09-07T00:00:00Z,1,10,0,21
27,2020-09-08T00:00:00Z,2,7,0,18
28,2020-09-09T00:00:00Z,3,5,1,15
29,2020-09-10T00:00:00Z,2,6,1,15
30,2020-09-11T00:00:00Z,2,8,1,17
31,2020-09-12T00:00:00Z,2,11,1,20
32,2020-09-13T00:00:00Z,2,15,1,26
33,2020-09-14T00:00:00Z,2,15,1,27
34,2020-09-15T00:00:00Z,3,15,0,29
35,2020-09-16T00:00:00Z,3,12,0,23
36,2020-09-17T00:00:00Z,3,11,1,20
37,2020-09-18T00:00:00Z,2,11,1,18
38,2020-09-19T00:00:00Z,2,14,1,21
39,2020-09-20T00:00:00Z,1,12,1,20
40,2020-09-21T00:00:00Z,1,10,0,18
41,2020-09-22T00:00:00Z,2,9,0,19
42,2020-09-23T00:00:00Z,2,6,0,18
43,2020-09-24T00:00:00Z,1,6,0,16
44,2020-09-25T00:00:00Z,2,11,0,24
45,2020-09-26T00:00:00Z,4,12,0,23
46,2020-09-27T00:00:00Z,4,13,0,23
47,2020-09-28T00:00:00Z,3,10,0,20
48,2020-09-29T00:00:00Z,2,10,0,18
49,2020-09-30T00:00:00Z,1,9,0,18
50,2020-10-01T00:00:00Z,0,9,1,17
51,2020-10-02T00:00:00Z,1,7,1,15
52,2020-10-03T00:00:00Z,1,11,1,19
53,2020-10-04T00:00:00Z,2,12,1,22
54,2020-10-05T00:00:00Z,2,9,1,19
55,2020-10-06T00:00:00Z,1,7,2,18
56,2020-10-07T00:00:00Z,1,7,2,17
57,2020-10-08T00:00:00Z,1,8,2,17
58,2020-10-09T00:00:00Z,1,11,3,20
59,2020-10-10T00:00:00Z,0,14,1,20
60,2020-10-11T00:00:00Z,0,13,1,21
61,2020-10-12T00:00:00Z,0,11,1,19
62,2020-10-13T00:00:00Z,0,8,1,17
63,2020-10-14T00:00:00Z,0,5,0,14
64,2020-10-15T00:00:00Z,0,5,0,10
65,2020-10-16T00:00:00Z,0,9,0,14
66,2020-10-17T00:00:00Z,0,11,0,19
67,2020-10-18T00:00:00Z,0,10,0,18
68,2020-10-19T00:00:00Z,1,11,0,21
69,2020-10-20T00:00:00Z,1,6,0,14
70,2020-10-21T00:00:00Z,1,6,0,16
71,2020-10-22T00:00:00Z,2,3,0,14
72,2020-10-23T00:00:00Z,1,2,0,11
73,2020-10-24T00:00:00Z,0,3,0,9
74,2020-10-25T00:00:00Z,0,5,1,12
75,2020-10-26T00:00:00Z,0,7,2,15
76,2020-10-27T00:00:00Z,0,8,1,15
77,2020-10-29T00:00:00Z,0,6,1,17
78,2020-10-30T00:00:00Z,0,7,1,17
79,2020-10-31T00:00:00Z,0,6,0,16
80,2020-11-01T00:00:00Z,0,9,0,21
81,2020-11-02T00:00:00Z,0,8,0,18
82,2020-11-03T00:00:00Z,0,8,0,15
83,2020-11-04T00:00:00Z,0,9,0,14
84,2020-11-05T00:00:00Z,0,9,0,16
85,2020-11-06T00:00:00Z,0,10,0,18
86,2020-11-07T00:00:00Z,0,9,0,17
87,2020-11-08T00:00:00Z,0,7,0,14
88,2020-11-09T00:00:00Z,0,9,0,17
89,2020-11-10T00:00:00Z,0,6,0,14
90,2020-11-11T00:00:00Z,0,4,0,15
91,2020-11-12T00:00:00Z,0,5,0,15
92,2020-11-13T00:00:00Z,0,5,0,16
93,2020-11-14T00:00:00Z,0,5,0,16
94,2020-11-15T00:00:00Z,0,4,0,15
95,2020-11-16T00:00:00Z,0,3,0,17
96,2020-11-17T00:00:00Z,0,2,0,13
97,2020-11-18T00:00:00Z,1,3,0,13
98,2020-11-19T00:00:00Z,1,3,0,10
99,2020-11-20T00:00:00Z,1,3,0,9
100,2020-11-21T00:00:00Z,1,4,0,8
