,date,number_of_titles_with_parenthesis_or_squarebracket_usage,number_of_titles_with_caps_usage,number_of_titles_with_emoji_usage,total_number_of_titles
0,2020-08-12T00:00:00Z,8,37,4,57
1,2020-08-13T00:00:00Z,9,40,4,57
2,2020-08-14T00:00:00Z,9,32,4,45
3,2020-08-15T00:00:00Z,13,29,3,44
4,2020-08-16T00:00:00Z,12,24,2,41
5,2020-08-17T00:00:00Z,12,27,2,41
6,2020-08-18T00:00:00Z,13,29,1,42
7,2020-08-19T00:00:00Z,11,23,1,38
8,2020-08-20T00:00:00Z,12,29,1,41
9,2020-08-21T00:00:00Z,11,31,1,42
10,2020-08-22T00:00:00Z,11,29,2,44
11,2020-08-23T00:00:00Z,9,24,1,36
12,2020-08-24T00:00:00Z,9,24,1,37
13,2020-08-25T00:00:00Z,10,28,4,43
14,2020-08-26T00:00:00Z,8,25,3,40
15,2020-08-27T00:00:00Z,13,30,3,43
16,2020-08-28T00:00:00Z,15,31,4,46
17,2020-08-29T00:00:00Z,13,31,3,44
18,2020-08-30T00:00:00Z,16,30,2,46
19,2020-08-31T00:00:00Z,15,27,3,41
20,2020-09-01T00:00:00Z,11,34,3,45
21,2020-09-02T00:00:00Z,16,37,4,49
22,2020-09-03T00:00:00Z,15,37,4,49
23,2020-09-04T00:00:00Z,13,29,5,43
24,2020-09-05T00:00:00Z,11,22,3,41
25,2020-09-06T00:00:00Z,12,20,3,40
26,2020-09-07T00:00:00Z,10,21,2,37
27,2020-09-08T00:00:00Z,15,31,4,45
28,2020-09-09T00:00:00Z,18,35,3,51
29,2020-09-10T00:00:00Z,20,36,3,50
30,2020-09-11T00:00:00Z,18,34,2,50
31,2020-09-12T00:00:00Z,18,32,1,49
32,2020-09-13T00:00:00Z,16,27,1,43
33,2020-09-14T00:00:00Z,14,28,2,44
34,2020-09-15T00:00:00Z,13,30,2,48
35,2020-09-16T00:00:00Z,17,35,4,54
36,2020-09-17T00:00:00Z,22,35,4,56
37,2020-09-18T00:00:00Z,21,33,5,53
38,2020-09-19T00:00:00Z,21,36,5,55
39,2020-09-20T00:00:00Z,12,27,3,47
40,2020-09-21T00:00:00Z,12,31,5,49
41,2020-09-22T00:00:00Z,13,29,4,48
42,2020-09-23T00:00:00Z,12,30,3,47
43,2020-09-24T00:00:00Z,14,33,3,49
44,2020-09-25T00:00:00Z,16,32,3,43
45,2020-09-26T00:00:00Z,14,36,1,44
46,2020-09-27T00:00:00Z,14,35,1,45
47,2020-09-28T00:00:00Z,16,35,1,51
48,2020-09-29T00:00:00Z,15,34,1,55
49,2020-09-30T00:00:00Z,14,35,2,53
