,date,number_of_titles_with_parenthesis_or_squarebracket_usage,number_of_titles_with_caps_usage,number_of_titles_with_emoji_usage,total_number_of_titles
0,2020-08-12T00:00:00Z,5,11,2,12
1,2020-08-13T00:00:00Z,6,10,1,11
2,2020-08-14T00:00:00Z,4,9,1,12
3,2020-08-15T00:00:00Z,4,8,2,12
4,2020-08-16T00:00:00Z,3,6,1,10
5,2020-08-17T00:00:00Z,2,6,1,8
6,2020-08-18T00:00:00Z,1,4,1,6
7,2020-08-19T00:00:00Z,1,4,0,6
8,2020-08-20T00:00:00Z,1,4,0,5
9,2020-08-21T00:00:00Z,1,4,0,5
10,2020-08-22T00:00:00Z,2,4,0,5
11,2020-08-23T00:00:00Z,2,4,0,5
12,2020-08-24T00:00:00Z,2,3,0,4
13,2020-08-25T00:00:00Z,1,2,0,2
14,2020-08-26T00:00:00Z,1,1,0,3
15,2020-08-27T00:00:00Z,1,1,1,6
16,2020-08-28T00:00:00Z,4,4,1,11
17,2020-08-29T00:00:00Z,4,4,1,10
18,2020-08-30T00:00:00Z,3,5,1,11
19,2020-08-31T00:00:00Z,3,5,1,10
20,2020-09-01T00:00:00Z,3,5,2,8
21,2020-09-02T00:00:00Z,4,7,2,9
22,2020-09-03T00:00:00Z,2,6,2,8
23,2020-09-04T00:00:00Z,3,7,2,11
24,2020-09-05T00:00:00Z,3,4,1,7
25,2020-09-06T00:00:00Z,3,4,0,7
26,2020-09-07T00:00:00Z,4,4,0,6
27,2020-09-08T00:00:00Z,3,4,1,6
28,2020-09-09T00:00:00Z,3,5,1,9
29,2020-09-10T00:00:00Z,3,5,2,10
30,2020-09-11T00:00:00Z,2,5,2,12
31,2020-09-12T00:00:00Z,2,4,2,10
32,2020-09-13T00:00:00Z,2,3,2,10
33,2020-09-14T00:00:00Z,1,2,1,6
34,2020-09-15T00:00:00Z,1,2,0,5
35,2020-09-16T00:00:00Z,0,1,1,3
36,2020-09-17T00:00:00Z,3,7,3,8
37,2020-09-18T00:00:00Z,4,7,3,9
38,2020-09-19T00:00:00Z,4,7,3,9
39,2020-09-20T00:00:00Z,4,7,2,9
40,2020-09-21T00:00:00Z,3,5,1,6
41,2020-09-22T00:00:00Z,2,5,2,5
42,2020-09-23T00:00:00Z,1,5,1,6
43,2020-09-24T00:00:00Z,1,4,2,6
44,2020-09-25T00:00:00Z,1,5,2,7
45,2020-09-26T00:00:00Z,2,4,1,7
46,2020-09-27T00:00:00Z,2,5,2,6
47,2020-09-28T00:00:00Z,1,3,1,4
48,2020-09-29T00:00:00Z,1,4,4,7
49,2020-09-30T00:00:00Z,1,6,3,9
50,2020-10-01T00:00:00Z,1,6,3,10
51,2020-10-02T00:00:00Z,1,7,3,12
52,2020-10-03T00:00:00Z,3,6,4,13
53,2020-10-04T00:00:00Z,3,4,2,9
54,2020-10-05T00:00:00Z,2,3,2,8
55,2020-10-06T00:00:00Z,1,3,0,4
56,2020-10-07T00:00:00Z,1,4,0,6
57,2020-10-08T00:00:00Z,3,7,1,9
58,2020-10-09T00:00:00Z,3,7,1,8
59,2020-10-10T00:00:00Z,3,7,1,7
60,2020-10-11T00:00:00Z,3,7,1,7
61,2020-10-12T00:00:00Z,2,6,0,6
62,2020-10-13T00:00:00Z,3,6,0,6
63,2020-10-14T00:00:00Z,4,5,0,7
64,2020-10-15T00:00:00Z,5,5,0,8
65,2020-10-16T00:00:00Z,5,5,0,8
66,2020-10-17T00:00:00Z,4,4,0,7
67,2020-10-18T00:00:00Z,1,2,0,4
68,2020-10-19T00:00:00Z,0,1,0,3
69,2020-10-20T00:00:00Z,0,2,0,4
70,2020-10-21T00:00:00Z,0,3,0,6
71,2020-10-22T00:00:00Z,0,2,0,7
72,2020-10-23T00:00:00Z,0,2,0,6
73,2020-10-24T00:00:00Z,1,2,0,8
74,2020-10-25T00:00:00Z,1,3,0,9
75,2020-10-26T00:00:00Z,1,1,0,6
76,2020-10-27T00:00:00Z,2,3,0,9
77,2020-10-29T00:00:00Z,4,12,3,17
78,2020-10-30T00:00:00Z,4,11,3,16
79,2020-10-31T00:00:00Z,4,10,2,15
80,2020-11-01T00:00:00Z,5,9,2,14
81,2020-11-02T00:00:00Z,4,4,0,7
82,2020-11-03T00:00:00Z,3,3,0,6
83,2020-11-04T00:00:00Z,1,2,0,4
84,2020-11-05T00:00:00Z,4,4,0,6
85,2020-11-06T00:00:00Z,6,10,0,12
86,2020-11-07T00:00:00Z,7,12,0,13
87,2020-11-08T00:00:00Z,7,13,0,14
88,2020-11-09T00:00:00Z,6,11,1,11
89,2020-11-10T00:00:00Z,4,7,1,7
