,date,number_of_titles_with_parenthesis_or_squarebracket_usage,number_of_titles_with_caps_usage,number_of_titles_with_emoji_usage,total_number_of_titles
0,2020-08-12T00:00:00Z,36,25,0,40
1,2020-08-13T00:00:00Z,33,23,0,39
2,2020-08-14T00:00:00Z,47,31,0,56
3,2020-08-15T00:00:00Z,45,30,0,56
4,2020-08-16T00:00:00Z,40,29,0,53
5,2020-08-17T00:00:00Z,35,27,0,47
6,2020-08-18T00:00:00Z,32,27,1,44
7,2020-08-19T00:00:00Z,30,26,1,41
8,2020-08-20T00:00:00Z,26,27,1,41
9,2020-08-21T00:00:00Z,30,28,1,46
10,2020-08-22T00:00:00Z,35,27,0,52
11,2020-08-23T00:00:00Z,39,29,0,59
12,2020-08-24T00:00:00Z,36,26,0,56
13,2020-08-25T00:00:00Z,35,27,0,53
14,2020-08-26T00:00:00Z,31,25,0,50
15,2020-08-27T00:00:00Z,28,21,0,44
16,2020-08-28T00:00:00Z,33,19,0,48
17,2020-08-29T00:00:00Z,44,22,0,62
18,2020-08-30T00:00:00Z,42,20,0,60
19,2020-08-31T00:00:00Z,42,22,0,61
20,2020-09-01T00:00:00Z,33,21,2,51
21,2020-09-02T00:00:00Z,30,23,3,50
22,2020-09-03T00:00:00Z,30,31,2,48
23,2020-09-04T00:00:00Z,37,39,2,57
24,2020-09-05T00:00:00Z,45,39,0,64
25,2020-09-06T00:00:00Z,48,38,0,66
26,2020-09-07T00:00:00Z,42,32,0,58
27,2020-09-08T00:00:00Z,32,29,0,51
28,2020-09-09T00:00:00Z,25,20,0,40
29,2020-09-10T00:00:00Z,21,16,0,35
30,2020-09-11T00:00:00Z,20,22,0,37
31,2020-09-12T00:00:00Z,28,27,0,49
32,2020-09-13T00:00:00Z,28,25,0,48
33,2020-09-14T00:00:00Z,27,25,0,46
34,2020-09-15T00:00:00Z,25,26,0,45
35,2020-09-16T00:00:00Z,25,24,0,42
36,2020-09-17T00:00:00Z,23,22,0,36
37,2020-09-18T00:00:00Z,34,21,0,46
38,2020-09-19T00:00:00Z,40,23,0,51
39,2020-09-20T00:00:00Z,40,17,0,53
40,2020-09-21T00:00:00Z,34,14,0,47
41,2020-09-22T00:00:00Z,36,16,0,50
42,2020-09-23T00:00:00Z,31,17,0,46
43,2020-09-24T00:00:00Z,24,18,0,35
44,2020-09-25T00:00:00Z,37,25,0,54
45,2020-09-26T00:00:00Z,36,27,0,53
46,2020-09-27T00:00:00Z,39,29,0,59
47,2020-09-28T00:00:00Z,31,24,0,50
48,2020-09-29T00:00:00Z,26,22,0,44
49,2020-09-30T00:00:00Z,26,17,0,41
50,2020-10-01T00:00:00Z,21,13,0,35
51,2020-10-02T00:00:00Z,28,16,0,44
52,2020-10-03T00:00:00Z,41,19,0,58
53,2020-10-04T00:00:00Z,48,22,0,65
54,2020-10-05T00:00:00Z,40,22,0,55
55,2020-10-06T00:00:00Z,39,22,0,53
56,2020-10-07T00:00:00Z,33,20,1,47
57,2020-10-08T00:00:00Z,28,19,1,36
58,2020-10-09T00:00:00Z,35,26,1,48
59,2020-10-10T00:00:00Z,47,32,1,57
60,2020-10-11T00:00:00Z,47,34,1,60
61,2020-10-12T00:00:00Z,40,34,1,54
62,2020-10-13T00:00:00Z,40,33,1,53
63,2020-10-14T00:00:00Z,30,24,1,38
64,2020-10-15T00:00:00Z,25,20,1,36
65,2020-10-16T00:00:00Z,31,26,1,46
66,2020-10-17T00:00:00Z,40,26,1,54
67,2020-10-18T00:00:00Z,41,31,0,62
68,2020-10-19T00:00:00Z,39,31,0,59
69,2020-10-20T00:00:00Z,34,27,0,55
70,2020-10-21T00:00:00Z,29,19,1,48
71,2020-10-22T00:00:00Z,29,19,1,45
72,2020-10-23T00:00:00Z,32,22,1,49
73,2020-10-24T00:00:00Z,48,29,1,74
74,2020-10-25T00:00:00Z,45,26,0,71
75,2020-10-26T00:00:00Z,37,24,0,61
76,2020-10-27T00:00:00Z,36,24,0,55
77,2020-10-29T00:00:00Z,24,20,1,39
78,2020-10-30T00:00:00Z,27,22,1,44
79,2020-10-31T00:00:00Z,41,27,2,59
80,2020-11-01T00:00:00Z,42,28,2,64
81,2020-11-02T00:00:00Z,38,27,1,58
82,2020-11-03T00:00:00Z,37,27,1,55
83,2020-11-04T00:00:00Z,32,24,1,49
84,2020-11-05T00:00:00Z,23,15,1,31
85,2020-11-06T00:00:00Z,27,19,0,33
86,2020-11-07T00:00:00Z,32,23,0,43
87,2020-11-08T00:00:00Z,32,22,0,40
88,2020-11-09T00:00:00Z,35,25,0,44
89,2020-11-10T00:00:00Z,34,28,0,47
90,2020-11-11T00:00:00Z,31,26,0,47
91,2020-11-12T00:00:00Z,28,26,0,42
92,2020-11-13T00:00:00Z,32,29,1,47
93,2020-11-14T00:00:00Z,36,24,1,46
94,2020-11-15T00:00:00Z,35,26,1,46
95,2020-11-16T00:00:00Z,33,27,1,43
96,2020-11-17T00:00:00Z,32,25,0,42
97,2020-11-18T00:00:00Z,31,22,0,38
98,2020-11-19T00:00:00Z,32,28,0,45
99,2020-11-20T00:00:00Z,33,24,0,51
100,2020-11-21T00:00:00Z,42,32,0,67
101,2020-11-23T00:00:00Z,36,21,0,57
102,2020-11-24T00:00:00Z,43,19,0,59
103,2020-11-25T00:00:00Z,35,17,0,48
104,2020-11-26T00:00:00Z,35,20,1,51
105,2020-11-27T00:00:00Z,36,21,1,54
106,2020-11-28T00:00:00Z,45,25,1,64
107,2020-11-29T00:00:00Z,48,25,1,68
108,2020-11-30T00:00:00Z,40,22,1,58
109,2020-12-01T00:00:00Z,37,24,0,56
110,2020-12-02T00:00:00Z,31,19,0,45
111,2020-12-03T00:00:00Z,27,21,0,39
112,2020-12-04T00:00:00Z,33,27,0,49
113,2020-12-05T00:00:00Z,37,29,0,59
114,2020-12-07T00:00:00Z,41,29,1,59
115,2020-12-08T00:00:00Z,39,29,1,57
116,2020-12-09T00:00:00Z,32,26,2,46
117,2020-12-10T00:00:00Z,22,16,2,36
118,2020-12-11T00:00:00Z,27,15,2,46
119,2020-12-12T00:00:00Z,34,18,1,55
120,2020-12-13T00:00:00Z,39,21,0,58
121,2020-12-14T00:00:00Z,39,24,0,56
122,2020-12-15T00:00:00Z,41,24,0,56
123,2020-12-16T00:00:00Z,37,25,0,54
124,2020-12-17T00:00:00Z,36,21,0,51
125,2020-12-18T00:00:00Z,34,25,0,53
126,2020-12-19T00:00:00Z,44,26,0,62
127,2020-12-20T00:00:00Z,44,25,0,65
128,2020-12-21T00:00:00Z,49,29,0,69
129,2020-12-22T00:00:00Z,45,25,0,60
130,2020-12-23T00:00:00Z,41,20,0,50
131,2020-12-24T00:00:00Z,33,15,0,39
132,2020-12-25T00:00:00Z,33,11,0,44
133,2020-12-26T00:00:00Z,33,11,0,44
134,2020-12-27T00:00:00Z,28,7,0,38
135,2020-12-28T00:00:00Z,27,7,0,37
136,2020-12-29T00:00:00Z,25,9,0,35
137,2020-12-31T00:00:00Z,18,11,0,27
138,2021-01-01T00:00:00Z,18,11,0,27
139,2021-01-02T00:00:00Z,18,15,0,31
140,2021-01-03T00:00:00Z,21,16,0,33
141,2021-01-04T00:00:00Z,21,19,0,35
142,2021-01-05T00:00:00Z,27,22,0,40
143,2021-01-06T00:00:00Z,25,19,0,39
144,2021-01-07T00:00:00Z,24,17,0,37
145,2021-01-08T00:00:00Z,28,21,0,44
146,2021-01-09T00:00:00Z,31,23,0,41
147,2021-01-10T00:00:00Z,36,24,0,47
148,2021-01-11T00:00:00Z,34,21,0,45
149,2021-01-12T00:00:00Z,40,22,0,49
150,2021-01-13T00:00:00Z,30,15,0,33
151,2021-01-14T00:00:00Z,27,12,0,30
152,2021-01-15T00:00:00Z,23,17,1,34
153,2021-01-16T00:00:00Z,29,17,1,41
154,2021-01-17T00:00:00Z,29,16,1,42
155,2021-01-18T00:00:00Z,22,17,1,36
156,2021-01-19T00:00:00Z,27,15,1,40
157,2021-01-20T00:00:00Z,26,16,0,38
158,2021-01-21T00:00:00Z,25,15,0,36
159,2021-01-22T00:00:00Z,30,19,0,43
160,2021-01-23T00:00:00Z,34,21,0,48
161,2021-01-24T00:00:00Z,38,17,0,53
162,2021-01-25T00:00:00Z,33,16,0,47
163,2021-01-26T00:00:00Z,37,20,0,49
164,2021-01-27T00:00:00Z,32,21,0,41
165,2021-01-28T00:00:00Z,28,19,0,36
166,2021-01-29T00:00:00Z,32,23,0,43
167,2021-01-30T00:00:00Z,42,27,0,53
168,2021-01-31T00:00:00Z,43,31,0,57
169,2021-02-01T00:00:00Z,35,25,0,48
170,2021-02-02T00:00:00Z,31,24,0,44
171,2021-02-03T00:00:00Z,17,22,0,29
172,2021-02-04T00:00:00Z,13,17,0,24
173,2021-02-05T00:00:00Z,27,22,0,40
174,2021-02-06T00:00:00Z,35,25,0,49
175,2021-02-07T00:00:00Z,42,28,0,56
176,2021-02-08T00:00:00Z,41,24,0,53
177,2021-02-09T00:00:00Z,37,21,0,49
178,2021-02-10T00:00:00Z,26,20,0,38
179,2021-02-11T00:00:00Z,14,13,0,24
180,2021-02-12T00:00:00Z,16,14,0,26
181,2021-02-13T00:00:00Z,32,25,0,46
182,2021-02-14T00:00:00Z,40,29,0,57
183,2021-02-15T00:00:00Z,44,31,0,60
184,2021-02-16T00:00:00Z,44,32,1,62
185,2021-02-17T00:00:00Z,43,27,1,55
186,2021-02-18T00:00:00Z,33,21,1,42
187,2021-02-19T00:00:00Z,33,22,1,46
188,2021-02-20T00:00:00Z,38,28,1,54
189,2021-02-21T00:00:00Z,36,21,0,51
190,2021-02-22T00:00:00Z,31,22,0,47
191,2021-02-24T00:00:00Z,58,54,0,100
192,2021-02-25T00:00:00Z,26,29,0,44
193,2021-02-26T00:00:00Z,35,31,0,53
194,2021-02-27T00:00:00Z,45,31,0,66
195,2021-03-01T00:00:00Z,39,26,0,59
196,2021-03-02T00:00:00Z,80,45,0,115
197,2021-03-03T00:00:00Z,38,21,0,52
198,2021-03-04T00:00:00Z,33,19,0,42
199,2021-03-05T00:00:00Z,32,18,1,44
200,2021-03-06T00:00:00Z,41,23,1,54
201,2021-03-07T00:00:00Z,43,23,1,55
202,2021-03-08T00:00:00Z,41,21,1,55
203,2021-03-09T00:00:00Z,38,18,1,51
204,2021-03-10T00:00:00Z,32,17,1,48
205,2021-03-11T00:00:00Z,19,13,0,33
206,2021-03-12T00:00:00Z,22,12,0,35
207,2021-03-13T00:00:00Z,24,14,0,37
208,2021-03-14T00:00:00Z,30,15,0,44
209,2021-03-15T00:00:00Z,30,21,1,49
210,2021-03-16T00:00:00Z,37,26,5,57
211,2021-03-17T00:00:00Z,39,30,5,58
212,2021-03-18T00:00:00Z,43,29,5,56
213,2021-03-19T00:00:00Z,43,27,4,58
214,2021-03-20T00:00:00Z,46,27,4,58
215,2021-03-21T00:00:00Z,42,26,2,54
216,2021-03-22T00:00:00Z,36,22,1,46
217,2021-03-23T00:00:00Z,32,19,0,40
218,2021-03-24T00:00:00Z,29,16,0,36
219,2021-03-25T00:00:00Z,24,15,0,33
220,2021-03-26T00:00:00Z,26,19,0,38
221,2021-03-27T00:00:00Z,33,20,0,45
222,2021-03-28T00:00:00Z,42,28,0,59
223,2021-03-29T00:00:00Z,37,23,0,50
224,2021-03-30T00:00:00Z,33,22,0,48
225,2021-03-31T00:00:00Z,30,18,0,43
226,2021-04-01T00:00:00Z,26,16,0,37
227,2021-04-02T00:00:00Z,26,16,0,38
228,2021-04-03T00:00:00Z,30,20,0,42
229,2021-04-04T00:00:00Z,31,24,1,49
230,2021-04-05T00:00:00Z,29,24,1,47
231,2021-04-06T00:00:00Z,32,26,1,48
232,2021-04-07T00:00:00Z,31,24,1,46
233,2021-04-08T00:00:00Z,26,15,1,35
234,2021-04-09T00:00:00Z,30,16,0,40
235,2021-04-10T00:00:00Z,34,14,1,44
236,2021-04-11T00:00:00Z,30,12,1,40
237,2021-04-12T00:00:00Z,28,12,1,36
238,2021-04-13T00:00:00Z,27,16,1,36
239,2021-04-14T00:00:00Z,20,14,2,25
240,2021-04-15T00:00:00Z,12,10,2,16
241,2021-04-16T00:00:00Z,14,9,2,18
242,2021-04-17T00:00:00Z,14,9,1,17
243,2021-04-18T00:00:00Z,15,5,0,15
244,2021-04-19T00:00:00Z,11,4,0,12
245,2021-04-20T00:00:00Z,14,6,0,16
246,2021-04-21T00:00:00Z,16,9,1,20
247,2021-04-22T00:00:00Z,10,8,1,14
248,2021-04-23T00:00:00Z,15,11,1,21
249,2021-04-24T00:00:00Z,18,14,1,24
250,2021-04-25T00:00:00Z,20,14,0,24
251,2021-04-26T00:00:00Z,18,14,0,22
252,2021-04-27T00:00:00Z,17,14,0,23
253,2021-04-28T00:00:00Z,15,12,0,22
254,2021-04-29T00:00:00Z,9,9,0,16
255,2021-04-30T00:00:00Z,16,15,0,27
256,2021-05-01T00:00:00Z,21,16,0,30
257,2021-05-02T00:00:00Z,23,16,0,29
258,2021-05-03T00:00:00Z,20,16,0,27
259,2021-05-04T00:00:00Z,17,15,1,24
260,2021-05-05T00:00:00Z,16,13,1,23
261,2021-05-06T00:00:00Z,14,11,1,21
262,2021-05-07T00:00:00Z,15,12,1,27
263,2021-05-08T00:00:00Z,21,16,1,34
264,2021-05-09T00:00:00Z,21,15,0,32
265,2021-05-10T00:00:00Z,25,15,1,33
266,2021-05-11T00:00:00Z,31,21,1,38
267,2021-05-12T00:00:00Z,32,26,1,39
268,2021-05-13T00:00:00Z,33,25,1,38
269,2021-05-14T00:00:00Z,41,24,1,45
270,2021-05-15T00:00:00Z,45,26,1,49
271,2021-05-16T00:00:00Z,41,24,0,46
272,2021-05-17T00:00:00Z,34,19,0,40
273,2021-05-18T00:00:00Z,28,19,0,37
274,2021-05-19T00:00:00Z,25,16,0,33
275,2021-05-20T00:00:00Z,21,20,1,32
276,2021-05-21T00:00:00Z,22,21,1,34
277,2021-05-22T00:00:00Z,34,31,1,50
278,2021-05-23T00:00:00Z,32,26,0,46
279,2021-05-30T00:00:00Z,39,21,0,50
280,2021-05-31T00:00:00Z,80,46,0,102
281,2021-06-01T00:00:00Z,80,48,0,104
282,2021-06-02T00:00:00Z,74,50,0,110
283,2021-06-03T00:00:00Z,63,52,0,98
284,2021-06-04T00:00:00Z,50,39,0,74
285,2021-06-05T00:00:00Z,57,36,0,81
286,2021-06-06T00:00:00Z,70,40,0,99
287,2021-06-07T00:00:00Z,71,40,0,94
288,2021-06-08T00:00:00Z,71,40,0,94
289,2021-06-09T00:00:00Z,67,39,0,92
290,2021-06-10T00:00:00Z,58,43,0,82
291,2021-06-11T00:00:00Z,49,40,0,72
292,2021-06-12T00:00:00Z,65,42,2,92
293,2021-06-13T00:00:00Z,68,35,2,92
294,2021-06-14T00:00:00Z,67,30,2,88
295,2021-06-15T00:00:00Z,63,32,2,87
296,2021-06-16T00:00:00Z,62,31,2,80
297,2021-06-17T00:00:00Z,58,24,0,75
298,2021-06-19T00:00:00Z,26,14,1,40
299,2021-06-20T00:00:00Z,31,16,1,47
300,2021-06-21T00:00:00Z,29,13,1,44
301,2021-06-22T00:00:00Z,29,12,1,43
302,2021-06-23T00:00:00Z,30,16,1,46
303,2021-06-24T00:00:00Z,24,15,1,36
304,2021-06-25T00:00:00Z,26,17,2,39
305,2021-06-27T00:00:00Z,37,25,1,48
306,2021-06-28T00:00:00Z,32,22,1,42
307,2021-06-29T00:00:00Z,37,25,1,46
308,2021-06-30T00:00:00Z,33,23,1,43
309,2021-07-01T00:00:00Z,24,20,1,35
310,2021-07-02T00:00:00Z,31,20,1,40
311,2021-07-03T00:00:00Z,42,23,1,57
312,2021-07-04T00:00:00Z,44,26,1,60
313,2021-07-05T00:00:00Z,41,23,2,56
314,2021-07-06T00:00:00Z,41,20,2,52
315,2021-07-07T00:00:00Z,40,21,1,49
316,2021-07-08T00:00:00Z,37,18,1,45
317,2021-07-09T00:00:00Z,34,18,1,38
318,2021-07-10T00:00:00Z,38,23,1,46
319,2021-07-11T00:00:00Z,40,25,1,47
320,2021-07-12T00:00:00Z,35,19,1,41
321,2021-07-13T00:00:00Z,31,17,1,37
322,2021-07-14T00:00:00Z,35,17,0,44
323,2021-07-15T00:00:00Z,37,20,0,46
324,2021-07-16T00:00:00Z,39,21,0,47
325,2021-07-17T00:00:00Z,36,21,0,50
326,2021-07-18T00:00:00Z,42,22,0,57
327,2021-07-19T00:00:00Z,40,20,0,55
328,2021-07-20T00:00:00Z,40,21,0,52
