,date,number_of_titles_with_parenthesis_or_squarebracket_usage,number_of_titles_with_caps_usage,number_of_titles_with_emoji_usage,total_number_of_titles
0,2020-08-12T00:00:00Z,14,18,6,38
1,2020-08-13T00:00:00Z,13,18,6,34
2,2020-08-14T00:00:00Z,13,12,4,27
3,2020-08-15T00:00:00Z,16,15,7,31
4,2020-08-16T00:00:00Z,21,13,7,36
5,2020-08-17T00:00:00Z,24,15,6,41
6,2020-08-18T00:00:00Z,21,14,6,39
7,2020-08-19T00:00:00Z,23,15,4,38
8,2020-08-20T00:00:00Z,21,16,4,36
9,2020-08-21T00:00:00Z,25,19,5,39
10,2020-08-22T00:00:00Z,26,24,10,40
11,2020-08-23T00:00:00Z,26,22,8,38
12,2020-08-24T00:00:00Z,29,25,8,39
13,2020-08-25T00:00:00Z,30,26,7,42
14,2020-08-26T00:00:00Z,29,25,9,41
15,2020-08-27T00:00:00Z,34,27,9,42
16,2020-08-28T00:00:00Z,39,25,10,45
17,2020-08-29T00:00:00Z,37,25,6,43
18,2020-08-30T00:00:00Z,30,20,6,37
19,2020-08-31T00:00:00Z,29,23,5,39
20,2020-09-01T00:00:00Z,31,24,6,43
21,2020-09-02T00:00:00Z,25,24,4,41
22,2020-09-03T00:00:00Z,23,22,3,39
23,2020-09-04T00:00:00Z,22,19,5,38
24,2020-09-05T00:00:00Z,25,22,5,43
25,2020-09-06T00:00:00Z,21,14,5,37
26,2020-09-07T00:00:00Z,20,13,6,38
27,2020-09-08T00:00:00Z,25,16,7,41
28,2020-09-09T00:00:00Z,24,14,7,37
29,2020-09-10T00:00:00Z,24,15,7,31
30,2020-09-11T00:00:00Z,29,20,9,35
31,2020-09-12T00:00:00Z,37,25,12,45
32,2020-09-13T00:00:00Z,31,21,11,38
33,2020-09-14T00:00:00Z,31,23,13,37
34,2020-09-15T00:00:00Z,28,23,13,35
35,2020-09-16T00:00:00Z,24,18,11,28
36,2020-09-17T00:00:00Z,28,20,9,32
37,2020-09-18T00:00:00Z,34,28,11,41
38,2020-09-19T00:00:00Z,36,28,12,46
39,2020-09-20T00:00:00Z,29,26,10,41
40,2020-09-21T00:00:00Z,29,25,9,42
41,2020-09-22T00:00:00Z,29,24,7,42
42,2020-09-23T00:00:00Z,30,24,7,41
43,2020-09-24T00:00:00Z,30,21,8,44
44,2020-09-25T00:00:00Z,30,24,12,45
45,2020-09-26T00:00:00Z,29,20,14,42
46,2020-09-27T00:00:00Z,30,20,16,40
47,2020-09-28T00:00:00Z,34,27,13,52
48,2020-09-29T00:00:00Z,48,42,18,71
49,2020-09-30T00:00:00Z,45,42,18,69
50,2020-10-01T00:00:00Z,41,38,17,61
51,2020-10-02T00:00:00Z,45,43,18,67
52,2020-10-03T00:00:00Z,46,45,19,72
53,2020-10-04T00:00:00Z,38,40,14,72
54,2020-10-05T00:00:00Z,38,36,15,71
55,2020-10-06T00:00:00Z,34,31,12,65
56,2020-10-07T00:00:00Z,34,25,10,59
57,2020-10-08T00:00:00Z,30,24,10,55
58,2020-10-09T00:00:00Z,35,28,14,65
59,2020-10-10T00:00:00Z,36,26,13,64
60,2020-10-11T00:00:00Z,41,31,15,68
61,2020-10-12T00:00:00Z,43,31,16,66
62,2020-10-13T00:00:00Z,44,35,12,65
63,2020-10-14T00:00:00Z,45,35,11,67
64,2020-10-15T00:00:00Z,43,35,11,64
65,2020-10-16T00:00:00Z,45,34,13,66
66,2020-10-17T00:00:00Z,50,37,12,67
67,2020-10-18T00:00:00Z,49,33,11,65
68,2020-10-19T00:00:00Z,48,33,11,64
69,2020-10-20T00:00:00Z,48,32,11,63
70,2020-10-21T00:00:00Z,50,33,12,66
71,2020-10-22T00:00:00Z,51,35,13,67
72,2020-10-23T00:00:00Z,52,40,13,71
73,2020-10-24T00:00:00Z,54,43,15,73
74,2020-10-25T00:00:00Z,51,40,15,69
75,2020-10-26T00:00:00Z,42,36,10,61
76,2020-10-27T00:00:00Z,33,29,7,56
77,2020-10-29T00:00:00Z,29,26,8,52
78,2020-10-30T00:00:00Z,23,26,8,50
