,date,number_of_titles_with_parenthesis_or_squarebracket_usage,number_of_titles_with_caps_usage,number_of_titles_with_emoji_usage,total_number_of_titles
0,2020-08-12T00:00:00Z,4,21,1,26
1,2020-08-13T00:00:00Z,6,24,1,31
2,2020-08-14T00:00:00Z,6,18,2,22
3,2020-08-15T00:00:00Z,7,21,2,28
4,2020-08-16T00:00:00Z,4,23,2,29
5,2020-08-17T00:00:00Z,8,23,2,30
6,2020-08-18T00:00:00Z,6,32,2,40
7,2020-08-19T00:00:00Z,7,31,2,38
8,2020-08-20T00:00:00Z,4,33,2,39
9,2020-08-21T00:00:00Z,5,35,3,40
10,2020-08-22T00:00:00Z,6,32,3,37
11,2020-08-23T00:00:00Z,3,27,2,33
12,2020-08-24T00:00:00Z,5,32,3,35
13,2020-08-25T00:00:00Z,5,26,2,29
14,2020-08-26T00:00:00Z,6,27,2,30
15,2020-08-27T00:00:00Z,4,23,2,27
16,2020-08-28T00:00:00Z,4,23,1,26
17,2020-08-29T00:00:00Z,3,23,1,27
18,2020-08-30T00:00:00Z,4,29,1,34
19,2020-08-31T00:00:00Z,5,29,0,32
20,2020-09-01T00:00:00Z,7,32,0,35
21,2020-09-02T00:00:00Z,5,33,1,37
22,2020-09-03T00:00:00Z,5,32,1,39
23,2020-09-04T00:00:00Z,7,32,1,37
24,2020-09-05T00:00:00Z,5,31,0,38
25,2020-09-06T00:00:00Z,6,30,1,37
26,2020-09-07T00:00:00Z,4,28,1,36
27,2020-09-08T00:00:00Z,4,24,1,32
28,2020-09-09T00:00:00Z,5,26,1,33
29,2020-09-10T00:00:00Z,6,25,2,33
30,2020-09-11T00:00:00Z,8,29,2,38
31,2020-09-12T00:00:00Z,6,30,2,38
32,2020-09-13T00:00:00Z,8,31,2,39
33,2020-09-14T00:00:00Z,8,33,2,39
34,2020-09-15T00:00:00Z,8,34,1,39
35,2020-09-16T00:00:00Z,5,33,1,39
36,2020-09-17T00:00:00Z,4,29,1,34
37,2020-09-18T00:00:00Z,5,31,1,36
38,2020-09-19T00:00:00Z,4,29,1,34
39,2020-09-20T00:00:00Z,5,33,1,39
40,2020-09-21T00:00:00Z,4,31,1,37
41,2020-09-22T00:00:00Z,5,36,1,42
42,2020-09-23T00:00:00Z,5,34,1,42
43,2020-09-24T00:00:00Z,6,36,1,42
44,2020-09-25T00:00:00Z,4,30,1,38
45,2020-09-26T00:00:00Z,4,24,0,29
