,date,number_of_titles_with_parenthesis_or_squarebracket_usage,number_of_titles_with_caps_usage,number_of_titles_with_emoji_usage,total_number_of_titles
0,2020-08-12T00:00:00Z,11,33,12,52
1,2020-08-13T00:00:00Z,9,31,12,54
2,2020-08-14T00:00:00Z,11,30,10,51
3,2020-08-15T00:00:00Z,15,29,11,53
4,2020-08-16T00:00:00Z,14,26,9,51
5,2020-08-17T00:00:00Z,13,20,7,43
6,2020-08-18T00:00:00Z,12,18,5,41
7,2020-08-19T00:00:00Z,13,18,4,44
8,2020-08-20T00:00:00Z,12,22,6,50
9,2020-08-21T00:00:00Z,15,26,6,49
10,2020-08-22T00:00:00Z,22,35,7,52
11,2020-08-23T00:00:00Z,19,33,8,51
12,2020-08-24T00:00:00Z,17,34,9,49
13,2020-08-25T00:00:00Z,15,32,10,45
14,2020-08-26T00:00:00Z,10,29,11,47
15,2020-08-27T00:00:00Z,9,31,10,46
16,2020-08-28T00:00:00Z,14,26,8,48
17,2020-08-29T00:00:00Z,15,26,9,45
18,2020-08-30T00:00:00Z,14,27,8,43
19,2020-08-31T00:00:00Z,14,28,7,47
20,2020-09-01T00:00:00Z,9,29,8,48
21,2020-09-02T00:00:00Z,11,32,8,52
22,2020-09-03T00:00:00Z,4,26,9,43
23,2020-09-04T00:00:00Z,6,22,8,39
24,2020-09-05T00:00:00Z,4,21,7,37
25,2020-09-06T00:00:00Z,4,17,7,36
26,2020-09-07T00:00:00Z,7,18,6,35
27,2020-09-08T00:00:00Z,9,25,6,39
28,2020-09-09T00:00:00Z,9,26,6,44
29,2020-09-10T00:00:00Z,9,29,9,51
30,2020-09-11T00:00:00Z,8,33,11,55
31,2020-09-12T00:00:00Z,8,27,12,53
32,2020-09-13T00:00:00Z,6,27,11,49
33,2020-09-14T00:00:00Z,7,28,9,47
34,2020-09-15T00:00:00Z,6,31,9,51
35,2020-09-16T00:00:00Z,6,33,9,53
36,2020-09-17T00:00:00Z,3,27,14,50
37,2020-09-18T00:00:00Z,6,26,11,49
38,2020-09-19T00:00:00Z,6,26,14,51
39,2020-09-20T00:00:00Z,8,24,12,49
40,2020-09-21T00:00:00Z,9,24,10,49
41,2020-09-22T00:00:00Z,10,22,9,49
42,2020-09-23T00:00:00Z,10,24,13,55
43,2020-09-24T00:00:00Z,7,21,17,55
44,2020-09-25T00:00:00Z,11,22,13,50
45,2020-09-26T00:00:00Z,11,22,11,50
46,2020-09-27T00:00:00Z,10,25,11,50
47,2020-09-28T00:00:00Z,7,24,7,42
48,2020-09-29T00:00:00Z,9,28,7,45
49,2020-09-30T00:00:00Z,10,30,9,46
50,2020-10-01T00:00:00Z,7,23,10,44
51,2020-10-02T00:00:00Z,8,22,13,41
52,2020-10-03T00:00:00Z,2,21,14,36
53,2020-10-04T00:00:00Z,4,23,15,38
54,2020-10-05T00:00:00Z,5,29,14,44
55,2020-10-06T00:00:00Z,9,30,16,47
56,2020-10-07T00:00:00Z,8,29,13,48
57,2020-10-08T00:00:00Z,7,29,16,52
58,2020-10-09T00:00:00Z,9,25,13,46
59,2020-10-10T00:00:00Z,8,21,13,43
60,2020-10-11T00:00:00Z,11,24,17,45
61,2020-10-12T00:00:00Z,14,23,16,40
62,2020-10-13T00:00:00Z,16,31,15,47
63,2020-10-14T00:00:00Z,14,29,17,47
64,2020-10-15T00:00:00Z,12,31,18,54
65,2020-10-16T00:00:00Z,12,24,13,51
66,2020-10-17T00:00:00Z,11,25,10,55
67,2020-10-18T00:00:00Z,18,21,11,54
68,2020-10-19T00:00:00Z,21,24,11,54
69,2020-10-20T00:00:00Z,20,27,16,62
70,2020-10-21T00:00:00Z,12,26,14,56
71,2020-10-22T00:00:00Z,12,28,17,63
72,2020-10-23T00:00:00Z,11,27,11,51
73,2020-10-24T00:00:00Z,15,30,10,54
74,2020-10-25T00:00:00Z,16,31,10,54
75,2020-10-26T00:00:00Z,16,34,10,57
76,2020-10-27T00:00:00Z,15,40,13,59
77,2020-10-29T00:00:00Z,15,43,18,64
78,2020-10-30T00:00:00Z,15,38,17,60
79,2020-10-31T00:00:00Z,15,36,13,59
80,2020-11-01T00:00:00Z,12,34,11,56
81,2020-11-02T00:00:00Z,9,34,13,59
82,2020-11-03T00:00:00Z,7,34,16,58
83,2020-11-04T00:00:00Z,7,36,18,64
84,2020-11-05T00:00:00Z,8,36,16,61
85,2020-11-06T00:00:00Z,7,37,17,63
86,2020-11-07T00:00:00Z,6,38,17,61
87,2020-11-08T00:00:00Z,10,32,12,55
88,2020-11-09T00:00:00Z,15,32,14,49
89,2020-11-10T00:00:00Z,17,38,16,57
90,2020-11-11T00:00:00Z,13,39,10,56
91,2020-11-12T00:00:00Z,13,42,16,61
92,2020-11-13T00:00:00Z,14,40,15,60
93,2020-11-14T00:00:00Z,19,45,18,66
94,2020-11-15T00:00:00Z,14,36,13,58
95,2020-11-16T00:00:00Z,16,41,13,65
96,2020-11-17T00:00:00Z,15,41,13,66
97,2020-11-18T00:00:00Z,12,40,13,67
98,2020-11-19T00:00:00Z,15,34,15,62
99,2020-11-20T00:00:00Z,18,30,8,55
100,2020-11-21T00:00:00Z,19,26,12,53
101,2020-11-23T00:00:00Z,20,23,6,48
102,2020-11-24T00:00:00Z,11,25,8,44
103,2020-11-25T00:00:00Z,12,28,10,49
104,2020-11-26T00:00:00Z,9,30,10,55
105,2020-11-27T00:00:00Z,11,30,10,52
106,2020-11-28T00:00:00Z,12,31,13,55
107,2020-11-29T00:00:00Z,13,23,12,55
108,2020-11-30T00:00:00Z,11,20,12,49
109,2020-12-01T00:00:00Z,8,23,11,49
110,2020-12-02T00:00:00Z,12,25,13,54
111,2020-12-03T00:00:00Z,12,28,14,54
112,2020-12-04T00:00:00Z,10,23,14,53
113,2020-12-05T00:00:00Z,11,27,13,56
114,2020-12-07T00:00:00Z,10,24,11,53
115,2020-12-08T00:00:00Z,9,26,11,50
116,2020-12-09T00:00:00Z,9,26,12,54
117,2020-12-10T00:00:00Z,9,25,13,56
118,2020-12-11T00:00:00Z,13,29,15,61
119,2020-12-12T00:00:00Z,15,28,16,64
120,2020-12-13T00:00:00Z,15,26,16,60
121,2020-12-14T00:00:00Z,16,28,15,55
122,2020-12-15T00:00:00Z,16,27,14,53
123,2020-12-16T00:00:00Z,11,29,14,50
124,2020-12-17T00:00:00Z,10,32,14,52
125,2020-12-18T00:00:00Z,14,36,15,58
126,2020-12-19T00:00:00Z,16,37,13,60
127,2020-12-20T00:00:00Z,16,37,13,61
128,2020-12-21T00:00:00Z,19,36,14,66
129,2020-12-22T00:00:00Z,16,29,15,56
130,2020-12-23T00:00:00Z,13,25,14,55
131,2020-12-24T00:00:00Z,10,26,15,57
132,2020-12-25T00:00:00Z,10,25,15,53
133,2020-12-26T00:00:00Z,10,28,16,54
134,2020-12-27T00:00:00Z,10,29,15,53
