,date,number_of_titles_with_parenthesis_or_squarebracket_usage,number_of_titles_with_caps_usage,number_of_titles_with_emoji_usage,total_number_of_titles
0,2020-08-12T00:00:00Z,1,8,2,12
1,2020-08-13T00:00:00Z,1,9,2,12
2,2020-08-14T00:00:00Z,2,10,2,14
3,2020-08-15T00:00:00Z,2,8,1,13
4,2020-08-16T00:00:00Z,1,6,1,12
5,2020-08-17T00:00:00Z,2,4,1,10
6,2020-08-18T00:00:00Z,1,2,1,8
7,2020-08-19T00:00:00Z,1,2,1,8
8,2020-08-20T00:00:00Z,2,2,1,7
9,2020-08-21T00:00:00Z,2,3,1,8
10,2020-08-22T00:00:00Z,2,3,1,9
11,2020-08-23T00:00:00Z,2,3,0,8
12,2020-08-24T00:00:00Z,1,1,0,2
13,2020-08-25T00:00:00Z,0,1,0,2
14,2020-08-26T00:00:00Z,0,2,0,3
15,2020-08-27T00:00:00Z,0,2,0,4
16,2020-08-28T00:00:00Z,0,3,0,5
17,2020-08-29T00:00:00Z,1,5,0,7
18,2020-08-30T00:00:00Z,1,4,0,6
19,2020-08-31T00:00:00Z,1,6,0,9
20,2020-09-01T00:00:00Z,2,7,0,11
21,2020-09-02T00:00:00Z,2,6,0,10
22,2020-09-03T00:00:00Z,1,8,1,13
23,2020-09-04T00:00:00Z,0,8,1,14
24,2020-09-05T00:00:00Z,0,8,1,15
25,2020-09-06T00:00:00Z,0,7,1,15
26,2020-09-07T00:00:00Z,0,8,1,14
27,2020-09-08T00:00:00Z,0,7,0,13
28,2020-09-09T00:00:00Z,0,7,0,13
29,2020-09-10T00:00:00Z,1,8,0,13
30,2020-09-11T00:00:00Z,1,9,0,11
31,2020-09-12T00:00:00Z,1,8,0,10
32,2020-09-13T00:00:00Z,1,5,0,7
33,2020-09-14T00:00:00Z,1,5,0,9
34,2020-09-15T00:00:00Z,1,4,0,8
35,2020-09-16T00:00:00Z,1,4,0,8
36,2020-09-17T00:00:00Z,1,3,0,8
37,2020-09-18T00:00:00Z,1,2,0,7
38,2020-09-19T00:00:00Z,1,4,0,9
39,2020-09-20T00:00:00Z,1,4,0,9
40,2020-09-21T00:00:00Z,0,4,0,9
41,2020-09-22T00:00:00Z,0,5,0,11
42,2020-09-23T00:00:00Z,0,4,0,9
43,2020-09-24T00:00:00Z,0,4,0,8
