,date,number_of_titles_with_parenthesis_or_squarebracket_usage,number_of_titles_with_caps_usage,number_of_titles_with_emoji_usage,total_number_of_titles
0,2020-08-12T00:00:00Z,0,0,0,4
1,2020-08-13T00:00:00Z,0,1,0,4
2,2020-08-14T00:00:00Z,0,1,0,3
3,2020-08-15T00:00:00Z,0,1,0,1
4,2020-08-16T00:00:00Z,1,2,0,2
5,2020-08-17T00:00:00Z,1,3,0,3
6,2020-08-18T00:00:00Z,1,5,0,5
7,2020-08-19T00:00:00Z,1,6,0,6
8,2020-08-20T00:00:00Z,1,7,0,7
9,2020-08-21T00:00:00Z,1,6,0,7
10,2020-08-22T00:00:00Z,1,6,0,7
11,2020-08-23T00:00:00Z,0,5,0,6
12,2020-08-24T00:00:00Z,0,2,0,4
13,2020-08-25T00:00:00Z,0,1,0,3
14,2020-08-26T00:00:00Z,0,1,0,3
15,2020-08-27T00:00:00Z,0,1,0,3
16,2020-08-28T00:00:00Z,0,1,0,3
17,2020-08-29T00:00:00Z,0,0,0,1
18,2020-08-30T00:00:00Z,0,0,0,1
19,2020-08-31T00:00:00Z,0,0,0,1
20,2020-09-01T00:00:00Z,1,1,0,2
21,2020-09-02T00:00:00Z,1,2,0,3
22,2020-09-03T00:00:00Z,2,1,0,3
23,2020-09-04T00:00:00Z,3,2,1,6
24,2020-09-05T00:00:00Z,3,2,0,5
25,2020-09-06T00:00:00Z,2,2,1,6
26,2020-09-07T00:00:00Z,2,3,1,6
27,2020-09-08T00:00:00Z,1,4,1,6
28,2020-09-09T00:00:00Z,1,3,1,5
29,2020-09-10T00:00:00Z,0,4,0,4
30,2020-09-11T00:00:00Z,0,4,0,4
31,2020-09-12T00:00:00Z,0,5,0,6
32,2020-09-13T00:00:00Z,0,4,0,5
33,2020-09-14T00:00:00Z,0,3,0,4
34,2020-09-15T00:00:00Z,0,2,0,4
35,2020-09-16T00:00:00Z,1,3,0,4
36,2020-09-17T00:00:00Z,1,2,0,3
37,2020-09-18T00:00:00Z,1,4,0,5
38,2020-09-19T00:00:00Z,1,4,0,4
39,2020-09-20T00:00:00Z,1,4,0,4
40,2020-09-22T00:00:00Z,0,0,0,1
41,2020-09-23T00:00:00Z,0,0,0,4
42,2020-09-24T00:00:00Z,1,1,0,6
43,2020-09-25T00:00:00Z,0,1,0,5
44,2020-09-26T00:00:00Z,1,1,0,7
45,2020-09-27T00:00:00Z,1,1,0,6
46,2020-09-28T00:00:00Z,1,1,0,5
47,2020-09-29T00:00:00Z,1,0,0,1
48,2020-09-30T00:00:00Z,0,1,0,1
49,2020-10-01T00:00:00Z,0,1,0,1
50,2020-10-02T00:00:00Z,0,1,0,1
51,2020-10-03T00:00:00Z,0,1,0,1
52,2020-10-04T00:00:00Z,0,1,0,1
53,2020-10-05T00:00:00Z,0,2,0,2
54,2020-10-06T00:00:00Z,1,3,0,3
55,2020-10-07T00:00:00Z,1,3,0,3
56,2020-10-08T00:00:00Z,1,3,0,4
57,2020-10-09T00:00:00Z,2,3,0,5
58,2020-10-10T00:00:00Z,2,2,0,4
59,2020-10-11T00:00:00Z,2,1,0,3
60,2020-10-12T00:00:00Z,1,0,0,1
61,2020-10-13T00:00:00Z,1,0,0,1
62,2020-10-14T00:00:00Z,1,0,0,1
63,2020-10-15T00:00:00Z,1,0,0,1
64,2020-10-20T00:00:00Z,0,1,0,1
65,2020-10-21T00:00:00Z,0,4,0,4
66,2020-10-22T00:00:00Z,0,5,0,6
67,2020-10-23T00:00:00Z,0,6,0,7
68,2020-10-24T00:00:00Z,0,6,0,7
69,2020-10-25T00:00:00Z,0,5,0,6
70,2020-10-26T00:00:00Z,0,5,0,7
71,2020-10-27T00:00:00Z,1,2,0,5
72,2020-10-29T00:00:00Z,1,3,0,6
73,2020-10-30T00:00:00Z,1,4,0,7
74,2020-10-31T00:00:00Z,1,4,0,7
75,2020-11-01T00:00:00Z,1,5,0,6
76,2020-11-02T00:00:00Z,0,3,0,3
77,2020-11-03T00:00:00Z,0,2,0,2
78,2020-11-04T00:00:00Z,0,2,0,2
79,2020-11-05T00:00:00Z,0,3,0,4
80,2020-11-06T00:00:00Z,0,3,0,4
81,2020-11-07T00:00:00Z,0,2,0,3
82,2020-11-08T00:00:00Z,0,1,0,2
83,2020-11-09T00:00:00Z,0,1,0,2
84,2020-11-10T00:00:00Z,0,1,0,2
85,2020-11-11T00:00:00Z,0,1,0,2
86,2020-11-12T00:00:00Z,0,1,0,2
87,2020-11-13T00:00:00Z,0,1,0,2
88,2020-11-14T00:00:00Z,0,1,0,2
89,2020-11-15T00:00:00Z,0,1,0,1
90,2020-11-16T00:00:00Z,0,1,0,1
91,2020-11-17T00:00:00Z,0,3,0,3
92,2020-11-18T00:00:00Z,0,4,1,5
93,2020-11-19T00:00:00Z,0,6,2,7
94,2020-11-20T00:00:00Z,0,5,2,7
95,2020-11-21T00:00:00Z,0,5,2,7
96,2020-11-23T00:00:00Z,1,5,1,7
97,2020-11-24T00:00:00Z,1,4,0,6
98,2020-11-25T00:00:00Z,1,3,0,6
99,2020-11-26T00:00:00Z,2,4,0,6
100,2020-11-27T00:00:00Z,2,4,0,6
101,2020-11-28T00:00:00Z,2,3,0,5
102,2020-11-29T00:00:00Z,1,2,0,3
103,2020-11-30T00:00:00Z,1,3,0,4
104,2020-12-01T00:00:00Z,1,4,0,4
105,2020-12-02T00:00:00Z,1,4,0,5
106,2020-12-03T00:00:00Z,2,5,0,6
107,2020-12-04T00:00:00Z,2,7,0,8
108,2020-12-05T00:00:00Z,2,6,0,7
109,2020-12-07T00:00:00Z,2,5,0,6
110,2020-12-08T00:00:00Z,3,6,0,7
111,2020-12-09T00:00:00Z,3,5,0,5
112,2020-12-10T00:00:00Z,3,6,0,6
113,2020-12-11T00:00:00Z,3,4,0,4
114,2020-12-12T00:00:00Z,3,4,0,4
115,2020-12-13T00:00:00Z,3,5,0,5
116,2020-12-14T00:00:00Z,2,6,0,6
117,2020-12-15T00:00:00Z,1,6,0,7
118,2020-12-16T00:00:00Z,1,5,0,7
119,2020-12-17T00:00:00Z,1,4,0,6
120,2020-12-18T00:00:00Z,1,4,0,6
121,2020-12-19T00:00:00Z,1,3,0,6
122,2020-12-20T00:00:00Z,1,2,0,5
123,2020-12-21T00:00:00Z,1,2,0,5
124,2020-12-22T00:00:00Z,0,2,0,3
125,2020-12-23T00:00:00Z,0,3,0,5
126,2020-12-24T00:00:00Z,0,3,0,4
127,2020-12-25T00:00:00Z,0,3,0,4
128,2020-12-26T00:00:00Z,0,3,0,4
129,2020-12-27T00:00:00Z,0,3,0,4
130,2020-12-28T00:00:00Z,0,3,0,4
131,2020-12-29T00:00:00Z,0,2,0,3
132,2020-12-31T00:00:00Z,0,1,0,3
133,2021-01-01T00:00:00Z,0,1,0,3
134,2021-01-02T00:00:00Z,1,1,0,3
135,2021-01-03T00:00:00Z,0,0,0,1
136,2021-01-04T00:00:00Z,0,0,0,1
137,2021-01-05T00:00:00Z,1,3,0,4
138,2021-01-06T00:00:00Z,1,3,0,4
139,2021-01-07T00:00:00Z,1,3,0,5
140,2021-01-08T00:00:00Z,1,4,1,6
141,2021-01-09T00:00:00Z,1,4,0,6
142,2021-01-10T00:00:00Z,1,4,0,5
143,2021-01-11T00:00:00Z,0,4,1,5
144,2021-01-12T00:00:00Z,0,3,1,4
145,2021-01-13T00:00:00Z,0,2,1,3
146,2021-01-14T00:00:00Z,0,3,1,3
147,2021-01-15T00:00:00Z,0,3,1,3
148,2021-01-16T00:00:00Z,0,2,0,2
149,2021-01-17T00:00:00Z,0,1,0,1
150,2021-01-18T00:00:00Z,0,2,0,3
151,2021-01-19T00:00:00Z,0,2,0,3
152,2021-01-20T00:00:00Z,0,1,0,2
153,2021-01-21T00:00:00Z,0,1,0,2
154,2021-01-22T00:00:00Z,0,2,0,3
155,2021-01-23T00:00:00Z,0,2,0,3
156,2021-01-24T00:00:00Z,0,2,0,3
157,2021-01-25T00:00:00Z,0,1,0,2
158,2021-01-26T00:00:00Z,0,1,0,3
159,2021-01-27T00:00:00Z,2,3,0,5
160,2021-01-28T00:00:00Z,2,4,0,6
161,2021-01-29T00:00:00Z,2,2,0,4
162,2021-01-30T00:00:00Z,2,3,0,5
163,2021-01-31T00:00:00Z,2,3,0,4
164,2021-02-01T00:00:00Z,2,3,0,5
165,2021-02-02T00:00:00Z,1,3,0,4
166,2021-02-03T00:00:00Z,0,2,0,2
167,2021-02-04T00:00:00Z,0,3,0,5
168,2021-02-05T00:00:00Z,0,3,0,4
169,2021-02-06T00:00:00Z,0,2,0,3
170,2021-02-07T00:00:00Z,0,2,0,4
171,2021-02-08T00:00:00Z,0,3,2,6
172,2021-02-09T00:00:00Z,0,4,2,7
173,2021-02-10T00:00:00Z,0,3,1,5
174,2021-02-11T00:00:00Z,0,3,0,3
175,2021-02-12T00:00:00Z,0,4,1,5
176,2021-02-13T00:00:00Z,0,4,1,5
177,2021-02-14T00:00:00Z,0,4,1,5
178,2021-02-15T00:00:00Z,0,2,0,2
179,2021-02-16T00:00:00Z,0,2,0,2
180,2021-02-17T00:00:00Z,0,2,0,2
181,2021-02-18T00:00:00Z,0,3,0,3
182,2021-02-19T00:00:00Z,0,3,0,3
183,2021-02-20T00:00:00Z,0,4,0,4
184,2021-02-21T00:00:00Z,1,6,0,6
185,2021-02-22T00:00:00Z,1,5,0,6
186,2021-02-24T00:00:00Z,2,10,0,12
187,2021-02-25T00:00:00Z,1,5,0,6
188,2021-02-26T00:00:00Z,1,5,0,6
189,2021-02-27T00:00:00Z,1,5,0,6
190,2021-03-01T00:00:00Z,0,2,0,3
191,2021-03-02T00:00:00Z,0,6,0,8
192,2021-03-03T00:00:00Z,1,4,0,5
193,2021-03-04T00:00:00Z,1,4,0,5
194,2021-03-05T00:00:00Z,1,4,0,5
195,2021-03-06T00:00:00Z,1,4,0,5
196,2021-03-07T00:00:00Z,1,4,0,4
197,2021-03-08T00:00:00Z,1,1,0,1
198,2021-03-09T00:00:00Z,1,1,0,1
199,2021-03-10T00:00:00Z,1,2,0,2
200,2021-03-12T00:00:00Z,0,1,0,1
201,2021-03-13T00:00:00Z,0,1,0,1
202,2021-03-14T00:00:00Z,0,2,0,2
203,2021-03-15T00:00:00Z,0,2,0,4
204,2021-03-16T00:00:00Z,0,1,0,3
205,2021-03-17T00:00:00Z,1,2,0,4
206,2021-03-18T00:00:00Z,1,2,0,4
207,2021-03-19T00:00:00Z,1,2,0,4
208,2021-03-20T00:00:00Z,1,2,0,3
209,2021-03-21T00:00:00Z,1,1,0,2
210,2021-03-22T00:00:00Z,1,1,0,1
211,2021-03-23T00:00:00Z,1,1,0,1
212,2021-03-24T00:00:00Z,1,1,0,2
213,2021-03-25T00:00:00Z,1,1,0,2
214,2021-03-26T00:00:00Z,1,1,0,2
215,2021-03-27T00:00:00Z,1,1,0,2
216,2021-03-28T00:00:00Z,1,1,0,2
217,2021-03-29T00:00:00Z,0,0,0,2
218,2021-03-30T00:00:00Z,0,0,0,2
219,2021-03-31T00:00:00Z,0,0,0,1
220,2021-04-01T00:00:00Z,0,0,0,2
221,2021-04-02T00:00:00Z,1,1,0,4
222,2021-04-03T00:00:00Z,1,1,0,4
223,2021-04-04T00:00:00Z,1,1,0,3
224,2021-04-05T00:00:00Z,1,3,0,5
225,2021-04-06T00:00:00Z,1,4,0,6
226,2021-04-07T00:00:00Z,1,4,0,5
227,2021-04-08T00:00:00Z,1,5,0,6
228,2021-04-09T00:00:00Z,0,4,0,4
229,2021-04-10T00:00:00Z,0,4,0,4
230,2021-04-11T00:00:00Z,0,4,0,4
231,2021-04-12T00:00:00Z,0,2,0,2
232,2021-04-13T00:00:00Z,0,1,0,1
233,2021-04-14T00:00:00Z,0,1,0,1
234,2021-04-21T00:00:00Z,0,1,0,1
235,2021-04-22T00:00:00Z,0,2,0,2
236,2021-04-23T00:00:00Z,0,2,0,2
237,2021-04-24T00:00:00Z,0,2,0,2
238,2021-04-25T00:00:00Z,0,2,0,2
239,2021-04-26T00:00:00Z,0,2,0,2
240,2021-04-27T00:00:00Z,0,2,0,2
241,2021-04-28T00:00:00Z,0,1,0,1
242,2021-04-29T00:00:00Z,0,1,0,1
243,2021-04-30T00:00:00Z,0,1,0,1
244,2021-05-01T00:00:00Z,0,1,0,1
245,2021-05-02T00:00:00Z,0,1,0,1
246,2021-05-05T00:00:00Z,0,1,0,1
247,2021-05-06T00:00:00Z,0,2,0,2
248,2021-05-07T00:00:00Z,1,3,0,3
249,2021-05-08T00:00:00Z,1,3,0,4
250,2021-05-09T00:00:00Z,1,3,0,5
251,2021-05-10T00:00:00Z,1,3,0,5
252,2021-05-11T00:00:00Z,1,4,0,7
253,2021-05-12T00:00:00Z,1,2,0,5
254,2021-05-13T00:00:00Z,2,5,0,8
255,2021-05-14T00:00:00Z,1,4,0,7
256,2021-05-15T00:00:00Z,1,3,0,6
257,2021-05-16T00:00:00Z,1,3,0,6
258,2021-05-17T00:00:00Z,1,4,0,5
259,2021-05-18T00:00:00Z,1,2,0,2
260,2021-05-19T00:00:00Z,1,2,0,2
261,2021-05-20T00:00:00Z,0,2,0,2
262,2021-05-21T00:00:00Z,0,3,0,3
263,2021-05-22T00:00:00Z,0,2,0,2
264,2021-05-23T00:00:00Z,0,6,0,7
265,2021-05-30T00:00:00Z,0,0,0,1
266,2021-06-02T00:00:00Z,0,3,0,3
267,2021-06-03T00:00:00Z,0,2,0,2
268,2021-06-04T00:00:00Z,0,4,0,6
269,2021-06-05T00:00:00Z,0,4,0,6
270,2021-06-06T00:00:00Z,2,6,0,8
271,2021-06-07T00:00:00Z,2,6,0,8
272,2021-06-08T00:00:00Z,2,5,0,7
273,2021-06-09T00:00:00Z,2,6,0,9
274,2021-06-10T00:00:00Z,2,6,0,10
275,2021-06-11T00:00:00Z,2,6,0,12
276,2021-06-12T00:00:00Z,2,6,0,12
277,2021-06-13T00:00:00Z,0,4,0,10
278,2021-06-14T00:00:00Z,0,4,0,10
279,2021-06-15T00:00:00Z,0,4,0,6
280,2021-06-16T00:00:00Z,0,4,0,6
281,2021-06-17T00:00:00Z,0,4,0,7
282,2021-06-19T00:00:00Z,0,2,0,4
283,2021-06-20T00:00:00Z,0,2,0,4
284,2021-06-21T00:00:00Z,0,2,0,5
285,2021-06-22T00:00:00Z,0,1,0,4
286,2021-06-23T00:00:00Z,0,2,0,5
287,2021-06-24T00:00:00Z,0,2,0,4
288,2021-06-25T00:00:00Z,0,2,0,4
289,2021-06-27T00:00:00Z,0,4,0,6
290,2021-06-28T00:00:00Z,0,4,0,6
291,2021-06-29T00:00:00Z,0,4,0,6
292,2021-06-30T00:00:00Z,0,5,0,7
293,2021-07-01T00:00:00Z,0,4,0,4
294,2021-07-02T00:00:00Z,0,3,0,4
295,2021-07-03T00:00:00Z,0,2,0,3
296,2021-07-04T00:00:00Z,0,2,0,3
297,2021-07-05T00:00:00Z,0,2,0,3
298,2021-07-06T00:00:00Z,0,0,0,1
299,2021-07-07T00:00:00Z,0,0,0,1
300,2021-07-08T00:00:00Z,0,0,0,1
301,2021-07-09T00:00:00Z,1,1,0,2
302,2021-07-10T00:00:00Z,1,1,0,2
303,2021-07-11T00:00:00Z,1,1,0,2
304,2021-07-12T00:00:00Z,1,1,0,4
305,2021-07-13T00:00:00Z,1,1,0,6
306,2021-07-14T00:00:00Z,1,2,0,6
307,2021-07-15T00:00:00Z,1,1,0,5
308,2021-07-16T00:00:00Z,1,2,0,6
309,2021-07-17T00:00:00Z,1,2,0,4
310,2021-07-18T00:00:00Z,1,2,0,3
311,2021-07-19T00:00:00Z,0,1,0,2
312,2021-07-20T00:00:00Z,0,4,0,6
313,2021-07-21T00:00:00Z,0,4,0,6
314,2021-07-22T00:00:00Z,0,2,0,4
315,2021-07-23T00:00:00Z,0,3,0,5
316,2021-07-24T00:00:00Z,0,2,0,3
317,2021-07-25T00:00:00Z,0,2,0,3
318,2021-07-26T00:00:00Z,1,1,0,2
319,2021-07-27T00:00:00Z,1,0,0,1
320,2021-07-28T00:00:00Z,1,1,0,2
321,2021-07-29T00:00:00Z,1,2,0,3
322,2021-07-30T00:00:00Z,1,2,0,3
323,2021-07-31T00:00:00Z,0,2,0,2
324,2021-08-01T00:00:00Z,0,3,0,3
325,2021-08-02T00:00:00Z,0,2,0,3
326,2021-08-03T00:00:00Z,0,2,0,4
327,2021-08-04T00:00:00Z,0,2,0,4
328,2021-08-05T00:00:00Z,0,1,0,3
329,2021-08-06T00:00:00Z,0,1,0,3
