,date,number_of_titles_with_parenthesis_or_squarebracket_usage,number_of_titles_with_caps_usage,number_of_titles_with_emoji_usage,total_number_of_titles
0,2020-08-12T00:00:00Z,3,32,4,48
1,2020-08-13T00:00:00Z,4,35,5,52
2,2020-08-14T00:00:00Z,5,32,5,48
3,2020-08-15T00:00:00Z,5,35,7,53
4,2020-08-16T00:00:00Z,6,35,9,54
5,2020-08-17T00:00:00Z,7,32,10,50
6,2020-08-18T00:00:00Z,6,29,10,46
7,2020-08-19T00:00:00Z,4,28,8,43
8,2020-08-20T00:00:00Z,4,33,7,45
9,2020-08-21T00:00:00Z,4,28,5,38
10,2020-08-23T00:00:00Z,3,29,2,39
11,2020-08-24T00:00:00Z,3,20,3,33
12,2020-08-25T00:00:00Z,3,24,4,38
13,2020-08-26T00:00:00Z,3,22,4,38
14,2020-08-27T00:00:00Z,4,23,9,38
15,2020-08-28T00:00:00Z,4,23,10,38
16,2020-08-29T00:00:00Z,6,24,10,41
17,2020-08-30T00:00:00Z,5,27,12,43
18,2020-08-31T00:00:00Z,8,30,11,46
19,2020-09-01T00:00:00Z,6,29,10,46
20,2020-09-02T00:00:00Z,5,28,7,46
21,2020-09-03T00:00:00Z,6,30,6,53
22,2020-09-04T00:00:00Z,3,31,5,52
23,2020-09-05T00:00:00Z,3,30,4,50
24,2020-09-06T00:00:00Z,3,26,2,44
25,2020-09-07T00:00:00Z,3,27,3,40
26,2020-09-08T00:00:00Z,3,29,2,41
27,2020-09-09T00:00:00Z,3,26,1,36
28,2020-09-10T00:00:00Z,1,25,1,34
29,2020-09-11T00:00:00Z,1,26,1,33
30,2020-09-12T00:00:00Z,1,25,0,33
31,2020-09-13T00:00:00Z,3,27,2,38
32,2020-09-14T00:00:00Z,3,23,2,33
33,2020-09-15T00:00:00Z,4,26,3,39
34,2020-09-16T00:00:00Z,6,29,4,41
35,2020-09-17T00:00:00Z,9,31,6,45
36,2020-09-18T00:00:00Z,11,36,7,50
37,2020-09-19T00:00:00Z,12,35,9,49
38,2020-09-20T00:00:00Z,11,36,8,51
39,2020-09-21T00:00:00Z,11,39,9,53
40,2020-09-22T00:00:00Z,11,42,9,54
41,2020-09-23T00:00:00Z,7,32,7,45
42,2020-09-24T00:00:00Z,3,29,6,39
43,2020-09-25T00:00:00Z,4,30,6,40
44,2020-09-26T00:00:00Z,4,28,6,38
45,2020-09-27T00:00:00Z,3,28,4,40
46,2020-09-28T00:00:00Z,4,26,5,40
47,2020-09-29T00:00:00Z,5,34,6,48
48,2020-09-30T00:00:00Z,5,32,6,45
49,2020-10-01T00:00:00Z,5,32,5,44
50,2020-10-02T00:00:00Z,5,33,4,46
51,2020-10-03T00:00:00Z,5,33,4,44
52,2020-10-04T00:00:00Z,6,36,4,43
53,2020-10-05T00:00:00Z,5,33,5,39
54,2020-10-06T00:00:00Z,6,34,6,42
55,2020-10-07T00:00:00Z,5,32,6,42
56,2020-10-08T00:00:00Z,7,33,7,47
57,2020-10-09T00:00:00Z,7,33,7,47
58,2020-10-10T00:00:00Z,6,36,7,49
59,2020-10-11T00:00:00Z,8,33,8,49
60,2020-10-12T00:00:00Z,5,30,6,46
61,2020-10-13T00:00:00Z,6,36,6,52
62,2020-10-14T00:00:00Z,5,33,4,50
63,2020-10-15T00:00:00Z,6,37,4,54
64,2020-10-16T00:00:00Z,6,33,4,49
65,2020-10-17T00:00:00Z,4,33,5,52
66,2020-10-18T00:00:00Z,6,26,3,43
67,2020-10-19T00:00:00Z,7,29,3,44
68,2020-10-20T00:00:00Z,7,30,5,49
69,2020-10-21T00:00:00Z,7,30,6,50
70,2020-10-22T00:00:00Z,8,33,6,50
71,2020-10-23T00:00:00Z,8,34,8,51
72,2020-10-24T00:00:00Z,7,36,7,53
