,date,number_of_titles_with_parenthesis_or_squarebracket_usage,number_of_titles_with_caps_usage,number_of_titles_with_emoji_usage,total_number_of_titles
0,2020-08-12T00:00:00Z,5,7,0,10
1,2020-08-13T00:00:00Z,4,7,0,11
2,2020-08-14T00:00:00Z,4,10,0,13
3,2020-08-15T00:00:00Z,4,11,1,14
4,2020-08-16T00:00:00Z,4,11,0,13
5,2020-08-17T00:00:00Z,3,5,0,8
6,2020-08-18T00:00:00Z,5,5,0,11
7,2020-08-19T00:00:00Z,4,7,0,14
8,2020-08-20T00:00:00Z,3,5,0,8
9,2020-08-21T00:00:00Z,5,5,1,9
10,2020-08-22T00:00:00Z,6,8,0,16
11,2020-08-23T00:00:00Z,4,10,0,18
12,2020-08-24T00:00:00Z,4,8,0,14
13,2020-08-25T00:00:00Z,6,12,0,17
14,2020-08-26T00:00:00Z,7,10,0,18
15,2020-08-27T00:00:00Z,3,7,0,13
16,2020-08-28T00:00:00Z,2,7,0,15
17,2020-08-29T00:00:00Z,4,6,0,16
18,2020-08-30T00:00:00Z,6,7,0,13
19,2020-08-31T00:00:00Z,5,3,0,11
20,2020-09-01T00:00:00Z,1,3,0,13
21,2020-09-02T00:00:00Z,5,12,0,23
22,2020-09-03T00:00:00Z,11,8,1,25
23,2020-09-04T00:00:00Z,14,8,2,27
24,2020-09-05T00:00:00Z,13,12,0,27
25,2020-09-06T00:00:00Z,8,14,0,23
26,2020-09-07T00:00:00Z,3,7,0,14
27,2020-09-08T00:00:00Z,10,10,0,26
28,2020-09-09T00:00:00Z,10,8,0,27
29,2020-09-10T00:00:00Z,8,6,0,21
30,2020-09-11T00:00:00Z,8,6,0,24
31,2020-09-12T00:00:00Z,7,5,0,18
32,2020-09-13T00:00:00Z,6,11,0,19
33,2020-09-14T00:00:00Z,6,13,0,24
34,2020-09-15T00:00:00Z,5,11,0,31
35,2020-09-16T00:00:00Z,9,15,0,33
36,2020-09-17T00:00:00Z,8,11,0,26
37,2020-09-18T00:00:00Z,6,5,1,18
38,2020-09-19T00:00:00Z,6,7,1,18
39,2020-09-20T00:00:00Z,6,8,1,19
40,2020-09-21T00:00:00Z,6,6,0,14
41,2020-09-22T00:00:00Z,7,5,0,24
42,2020-09-23T00:00:00Z,9,9,0,28
43,2020-09-24T00:00:00Z,7,5,0,21
44,2020-09-25T00:00:00Z,9,4,1,18
45,2020-09-26T00:00:00Z,12,9,1,26
46,2020-09-27T00:00:00Z,6,6,1,21
47,2020-09-28T00:00:00Z,3,2,2,11
48,2020-09-29T00:00:00Z,2,5,1,16
49,2020-09-30T00:00:00Z,7,6,1,19
50,2020-10-01T00:00:00Z,9,8,0,19
51,2020-10-02T00:00:00Z,11,11,1,19
52,2020-10-03T00:00:00Z,5,12,1,19
53,2020-10-04T00:00:00Z,6,8,1,17
54,2020-10-05T00:00:00Z,7,6,0,14
55,2020-10-06T00:00:00Z,4,5,0,14
56,2020-10-07T00:00:00Z,6,4,1,19
57,2020-10-08T00:00:00Z,7,6,0,15
58,2020-10-09T00:00:00Z,6,8,0,14
59,2020-10-10T00:00:00Z,4,10,0,17
60,2020-10-11T00:00:00Z,9,9,0,15
61,2020-10-12T00:00:00Z,10,7,0,14
62,2020-10-13T00:00:00Z,3,3,1,14
63,2020-10-14T00:00:00Z,4,5,1,17
64,2020-10-15T00:00:00Z,4,5,1,16
65,2020-10-16T00:00:00Z,4,6,0,18
66,2020-10-17T00:00:00Z,5,8,0,14
67,2020-10-18T00:00:00Z,7,7,0,14
68,2020-10-19T00:00:00Z,4,6,1,11
69,2020-10-20T00:00:00Z,6,7,2,18
70,2020-10-21T00:00:00Z,3,11,1,17
71,2020-10-22T00:00:00Z,5,9,0,16
72,2020-10-23T00:00:00Z,10,13,0,21
73,2020-10-24T00:00:00Z,7,8,0,17
74,2020-10-25T00:00:00Z,3,5,0,11
75,2020-10-26T00:00:00Z,3,8,0,11
76,2020-10-27T00:00:00Z,2,6,0,13
77,2020-10-29T00:00:00Z,6,8,0,24
78,2020-10-30T00:00:00Z,5,6,0,14
79,2020-10-31T00:00:00Z,3,7,0,12
80,2020-11-01T00:00:00Z,1,8,0,13
81,2020-11-02T00:00:00Z,3,8,0,12
82,2020-11-03T00:00:00Z,7,6,0,15
83,2020-11-04T00:00:00Z,10,11,0,17
84,2020-11-05T00:00:00Z,7,9,0,22
85,2020-11-06T00:00:00Z,10,10,0,18
86,2020-11-07T00:00:00Z,3,5,0,14
87,2020-11-08T00:00:00Z,2,5,1,14
88,2020-11-09T00:00:00Z,6,7,0,16
89,2020-11-10T00:00:00Z,3,6,1,16
90,2020-11-11T00:00:00Z,1,8,0,10
91,2020-11-12T00:00:00Z,3,7,0,13
92,2020-11-13T00:00:00Z,3,5,0,12
93,2020-11-14T00:00:00Z,4,6,1,16
94,2020-11-15T00:00:00Z,3,7,0,14
95,2020-11-16T00:00:00Z,5,10,0,15
96,2020-11-17T00:00:00Z,4,8,1,13
97,2020-11-18T00:00:00Z,9,6,0,19
98,2020-11-19T00:00:00Z,5,9,0,24
99,2020-11-20T00:00:00Z,7,9,0,22
100,2020-11-21T00:00:00Z,5,12,0,19
101,2020-11-23T00:00:00Z,7,8,0,13
102,2020-11-24T00:00:00Z,10,12,0,25
103,2020-11-25T00:00:00Z,2,11,1,24
104,2020-11-26T00:00:00Z,5,9,0,20
105,2020-11-27T00:00:00Z,4,9,0,17
106,2020-11-28T00:00:00Z,6,13,0,21
107,2020-11-29T00:00:00Z,6,12,0,17
108,2020-11-30T00:00:00Z,4,8,0,11
109,2020-12-01T00:00:00Z,5,9,0,16
110,2020-12-02T00:00:00Z,3,7,0,12
111,2020-12-03T00:00:00Z,5,4,1,11
112,2020-12-04T00:00:00Z,6,10,0,19
113,2020-12-05T00:00:00Z,7,15,0,21
114,2020-12-07T00:00:00Z,5,9,0,13
115,2020-12-08T00:00:00Z,7,13,2,25
116,2020-12-09T00:00:00Z,5,10,3,18
117,2020-12-10T00:00:00Z,4,3,0,10
118,2020-12-11T00:00:00Z,5,6,1,14
119,2020-12-12T00:00:00Z,5,13,3,23
120,2020-12-13T00:00:00Z,8,14,2,26
121,2020-12-14T00:00:00Z,8,13,1,21
122,2020-12-15T00:00:00Z,2,7,1,15
123,2020-12-16T00:00:00Z,6,9,0,18
124,2020-12-17T00:00:00Z,6,6,0,17
125,2020-12-18T00:00:00Z,5,4,0,16
126,2020-12-19T00:00:00Z,1,9,1,19
127,2020-12-20T00:00:00Z,6,9,1,16
128,2020-12-21T00:00:00Z,8,9,0,14
129,2020-12-22T00:00:00Z,4,6,0,12
130,2020-12-23T00:00:00Z,4,4,0,13
131,2020-12-24T00:00:00Z,3,4,1,11
132,2020-12-25T00:00:00Z,3,7,0,16
133,2020-12-26T00:00:00Z,2,7,1,17
134,2020-12-27T00:00:00Z,2,5,1,14
135,2020-12-28T00:00:00Z,3,1,1,10
136,2020-12-29T00:00:00Z,6,6,3,20
137,2020-12-31T00:00:00Z,4,10,1,16
138,2021-01-01T00:00:00Z,7,9,1,18
139,2021-01-02T00:00:00Z,7,5,1,20
140,2021-01-03T00:00:00Z,5,4,0,18
141,2021-01-04T00:00:00Z,6,8,0,23
142,2021-01-05T00:00:00Z,2,9,0,18
143,2021-01-06T00:00:00Z,4,9,0,19
144,2021-01-07T00:00:00Z,8,6,2,19
145,2021-01-08T00:00:00Z,6,5,2,14
146,2021-01-09T00:00:00Z,4,6,2,14
147,2021-01-10T00:00:00Z,4,12,2,16
148,2021-01-11T00:00:00Z,3,13,1,19
149,2021-01-12T00:00:00Z,2,6,1,12
150,2021-01-13T00:00:00Z,6,7,0,16
151,2021-01-14T00:00:00Z,4,8,0,16
152,2021-01-15T00:00:00Z,3,7,0,14
153,2021-01-16T00:00:00Z,3,8,0,16
154,2021-01-17T00:00:00Z,5,9,1,16
155,2021-01-18T00:00:00Z,2,9,1,13
156,2021-01-19T00:00:00Z,3,6,1,10
157,2021-01-20T00:00:00Z,5,9,0,14
158,2021-01-21T00:00:00Z,4,11,0,14
159,2021-01-22T00:00:00Z,5,11,0,13
160,2021-01-23T00:00:00Z,4,7,0,14
161,2021-01-24T00:00:00Z,5,8,0,14
162,2021-01-25T00:00:00Z,2,8,1,12
163,2021-01-26T00:00:00Z,3,8,1,14
164,2021-01-27T00:00:00Z,5,9,0,18
165,2021-01-28T00:00:00Z,5,5,0,15
166,2021-01-29T00:00:00Z,4,6,0,17
167,2021-01-30T00:00:00Z,2,8,1,17
168,2021-01-31T00:00:00Z,4,8,0,17
169,2021-02-01T00:00:00Z,5,10,0,14
170,2021-02-02T00:00:00Z,4,8,0,15
171,2021-02-03T00:00:00Z,3,6,0,12
172,2021-02-04T00:00:00Z,5,6,0,18
173,2021-02-05T00:00:00Z,8,13,1,23
174,2021-02-06T00:00:00Z,5,13,1,22
